,username,post_url,jour,imageMaisonLien,mois,annee,localite,type,montant,nbPiece
35,Guy Florian Kouassi,https://facebook.com/122946726348599/posts/661433519166581,19,"['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/331988486_729390275533786_4909949326442970385_n.jpg?stp=cp0_dst-jpg_e15_p160x160_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeHd4lc1SZGhLDn_mUa07nCZiEn9fPgO2d2ISf18-A7Z3WyvrM6C3A2K7yMwZFn6VP69WeObZzkUN8KAgMCjMX-o&_nc_ohc=nZJJ8tdEihkAX-bIklZ&_nc_ht=scontent.fabj4-2.fna&oh=00_AfD4UHqoNjkgnquoS2DV8u-UlaW4WrvFwKTEn2qcauZdnQ&oe=63F6C46B', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/331882609_600400184759475_1151759558672634785_n.jpg?stp=cp0_dst-jpg_e15_p160x160_q65&_nc_cat=102&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFxHPZf4ebeDX03gxsmZazMoXOgiErAza-hc6CISsDNr8eSsoESH1zJYa3xjD5USwmIdZQRAJ3K7Vkgb3Luw_uX&_nc_ohc=q-6qt7HZr0EAX-XWC5L&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAJsEvAdDKWO3cWBSXTIq_afFzOmGUgEIa6l87g802N3w&oe=63F5F648', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/331839696_558056739619902_1207538484975789917_n.jpg?stp=cp0_dst-jpg_e15_p110x80_q65&_nc_cat=101&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeHxZy1GTueREV4mufcr5fRSosd5U12HdMKix3lTXYd0wm7kkAUOshLIbd8TpKP8RSTjz2fgtkcL8ckpB_Go3R87&_nc_ohc=-gnCLAs7_5oAX-BaLuZ&_nc_ht=scontent.fabj4-2.fna&oh=00_AfC7PL5oKjIPXSnkuVzd_UgZlZwXDhXzhLK-1S6VaF8pWA&oe=63F57B3C', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/331965762_503586935284058_1153042594720529796_n.jpg?stp=cp0_dst-jpg_e15_p110x80_q65&_nc_cat=105&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeH0sKG1-RsmcuQDdb-i66_ve-KmlCnyG_V74qaUKfIb9VVZhBkgLOV8y0xb-rUa0VsULTne5TUXMFrHcqHe3GB7&_nc_ohc=GPHF-QGQjLkAX_NgL4e&_nc_ht=scontent.fabj4-2.fna&oh=00_AfCCaGRPRMreW0_5eVcUBYAZ7ZRNyLg6FOznNhDDLmUfaA&oe=63F5CD94', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/331794240_1259686037974780_6016977914164208114_n.jpg?stp=cp0_dst-jpg_e15_p110x80_q65&_nc_cat=109&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeEEGPg5H4KUR9IjnXsFXFnSa5fAOTaFaENrl8A5NoVoQ6JAzIWqDzaO3odKYTDQP4NYD975zaFbiOA04JC2ycXd&_nc_ohc=YQ4qMyyeyTgAX8zRB70&_nc_ht=scontent.fabj4-2.fna&oh=00_AfDos-MpXw3TMTKL-2sXX9Vd7TUJEUtULSwDsZ-abr3aKQ&oe=63F5F295']",2,2023,Faya,maison Individuel,2,7
36,Youssef Pokou,https://facebook.com/122946726348599/posts/660766129233320,18,"['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/331397119_1310061692892126_417699641880248962_n.jpg?stp=cp0_dst-jpg_e15_q65_s280x280&_nc_cat=103&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeGFt2DaFMni-Q95p-aM8Foq9mtn7d6DEKD2a2ft3oMQoDtF20vZ7-ieV_3ke56dQVIF9Ku4l5cm_rJdZRjwEQe4&_nc_ohc=n4iijNKnyJYAX8XGfBV&_nc_ht=scontent.fabj4-2.fna&oh=00_AfD8wgB8mz4N_Ms1KJ41Yv28-y_Ip6TkRCWnrF8ogYEUmQ&oe=63F75359', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/330021278_2321752244673067_6609045872266842329_n.jpg?stp=cp0_dst-jpg_e15_q65_s280x280&_nc_cat=108&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeEq2HejHP5mLNgEpYg1AQJ2nwa80gIZ59ufBrzSAhnn25QBYV3qtF0bjOXr2IBevbaApPQfnaUQ9YQF-DsI17jN&_nc_ohc=xB_uWf9QboAAX_d6m1a&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAxxwctPetWcnBArzChEAoA4wYtz3fB6JPM8pirO-ja7Q&oe=63F74AD0', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/330030161_5992138144185786_7528587066468910091_n.jpg?stp=cp0_dst-jpg_e15_q65_s206x206&_nc_cat=101&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeGYmWW8LK5aP4M2-95BzCEkXXF7Ni9IZzldcXs2L0hnOUxguWTma-iCPdXmeS9Q8tZeSfDNPYqRlC1enclH-EQE&_nc_ohc=gOfAYpJkNAkAX_nQcPb&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAW8kANV4r7kcs7waa9KQ53eFrmosURP18PsnIOUAGt4A&oe=63F67BFC', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/330763915_500404148725995_4188325777084774541_n.jpg?stp=cp0_dst-jpg_e15_q65_s206x206&_nc_cat=104&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeHdkqTUmSGQr3qIp8wKWMAwl1aUG7-wVCGXVpQbv7BUITdx3B5rsKb78eBLCrAbiyoQE2_SY7jHc6icRomh00U_&_nc_ohc=WuA0fSF7_GoAX8sBlJu&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAryHAQd8KOqH1_vq7jgZgvQYMACUtwYsE7Q0nMSlfRrw&oe=63F593F8', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/331450248_5848624445193009_8300406955757546395_n.jpg?stp=cp0_dst-jpg_e15_q65_s206x206&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeEMC5kiROC4l_4SM20dHlwGMurSrQzd32Yy6tKtDN3fZojRXDGB8vIIz1ferDA5uVXau5VD0KcAGzGkOW1gBuXV&_nc_ohc=bsf-k0ECogUAX9Qyxkz&_nc_ht=scontent.fabj4-2.fna&oh=00_AfBXUPBIVuI16lGs2q7FMvu6PHYassyVi9XOQCxhcHdTsw&oe=63F6E6EB']",2,2023,Faya,,1,4
37,Legéant immobilier,https://facebook.com/122946726348599/posts/661166662526600,18,"['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/332058768_4419848664805557_6372044423814129398_n.jpg?stp=cp0_dst-jpg_e15_p160x160_q65&_nc_cat=105&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeHAYukdIVuPXl9S2o85nifFe3odRhGT6gl7eh1GEZPqCS2PZpZBkbxpUWig6we7eln14jCHfiEQi7f0a8zKUC4S&_nc_ohc=agtoP4QkazAAX_SKm4D&_nc_ht=scontent.fabj4-2.fna&oh=00_AfDxiXpQFG5kSV636bSnXxXkfwmEXUxQ3HxlzrF1HwOBqw&oe=63F5E2B8', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/331803362_601667611316954_8387677580058587309_n.jpg?stp=cp0_dst-jpg_e15_p160x160_q65&_nc_cat=110&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeEOSGSJvcfeZi73rWZu9tvP9ZPn0BTNBFj1k-fQFM0EWCc2uEcZ-IDj8a8gNHB-FfpdBK0Dbi7TrJB2A5Mnle6w&_nc_ohc=FteCfisQkLoAX94_TwD&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfBUboyXfL_ElhLpu0ZQ9wD7W8o2-_FXOCes2yAk9_K0eA&oe=63F660AC', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/332117873_1213942065995958_1519742145882267996_n.jpg?stp=cp0_dst-jpg_e15_p110x80_q65&_nc_cat=105&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeG5-EZ8A7r4gquXwY1ht_wrS31lc8iHYWtLfWVzyIdha56DLq241SPWB3JNv-8pWss6N2HXzsuF22HvHxbdMELV&_nc_ohc=IMZZmY60fK0AX-gg90q&_nc_ht=scontent.fabj4-2.fna&oh=00_AfCZB4xmrR42QA2eX8eZcqcMN_c3BnCM5z2I2popYcqlnA&oe=63F5AC23', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/332053859_720363276254832_4771770143938784082_n.jpg?stp=cp0_dst-jpg_e15_p110x80_q65&_nc_cat=110&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeGGbuublfbjzBRTuYgvj9s8Uj-frMqGwQFSP5-syobBAYeJww_UHHA1Z8Mo0jXPLhIdRMnoTPV02zyfzluNc0ZI&_nc_ohc=ZAtPkBZyLDIAX-3EFtB&_nc_ht=scontent.fabj4-2.fna&oh=00_AfBexQgBMA99yUd-oozxfX-2GxOhSa8KrZahnQL7CV1utA&oe=63F6D94E', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/332084223_3178719955751569_8271777943746305236_n.jpg?stp=cp0_dst-jpg_e15_p118x118_q65&_nc_cat=111&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeHh6QJSFnA9FSNxrMTktzUQ6oJT7GgLGFbqglPsaAsYVpFIp8e91eIzwgDsjDzVM4n1_EsmhAlvM9Vs6oZ5YZzT&_nc_ohc=hS3G7VpWUKAAX_ymhgu&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfBGdqTv5lRh2cbR9ikfs3AJq1Nn6koj42KWr0Qz6RZNHQ&oe=63F643DD']",2,2023,Faya,,450,6
38,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,65,
39,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,65,
40,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,appartement,120,
41,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,appartement,150,
42,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,appartement,150,
43,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,appartement,250,
44,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,appartement,280,
45,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,appartement,400,
46,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,appartement,350,
47,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,appartement,250,
48,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,200,
49,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,appartement,150,
50,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,140,
51,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,130,
52,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-mhcEA&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAPJf9AyTEu2Ux-ZbigBy6M174KcfKq8tD7D6l7MBAe3Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,260,
53,Chalay Immobilier Et Service,https://facebook.com/2363867107241571/posts/2971866896441586,14,"['https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/330992763_554408433317940_49750676283673440_n.jpg?stp=cp0_dst-jpg_e15_p160x160_q65&_nc_cat=107&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeEEw9qlyd-Zl-04flhhHGxD8PRMaoF3z23w9ExqgXfPbRWHsG6b-O53W_JGaEjgw2exn9SXqNbfRYDgLbmbQlnK&_nc_ohc=1xabR1Vn5LsAX-Ggug4&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj4-2.fna&oh=00_AfB7eL4eiXw3Jm1PscXUdACTKaXae3f49ES5L1VnsytfnQ&oe=63F5A61C', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/331031592_605315128081136_3842501841277815565_n.jpg?stp=cp0_dst-jpg_e15_p160x160_q65&_nc_cat=104&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeGKl5Kyqb3LwI9ZRHvMaiTEaNRoZJDqm1ho1GhkkOqbWP1uQUkCm-cAaSeCwvIWd-pw-QzSufQGq3RdJHYcuBDD&_nc_ohc=kkla4dVsKPUAX9IxJUR&_nc_ht=scontent.fabj4-2.fna&oh=00_AfBl-oScfL84ANkIJtw-NHaajsTcRqkdVX7yIDzgspg_UQ&oe=63F7293D', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329371158_1576824326164858_3198097244922395334_n.jpg?stp=cp0_dst-jpg_e15_p110x80_q65&_nc_cat=102&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFuJuqipjDqaAkta-FZcrzhd0gueVhLexx3SC55WEt7HMNSO-mLbAg9H-X6tQ6d6Kd8k0VxMM1E4gWHCsaTlFkn&_nc_ohc=B5mJkwDAwX0AX8h57E5&_nc_oc=AQl5KoXxw-8es55EjAcI6JT-fboJKxGti485JO13yWHtHurXHBrWsaWZlAZ7SWvcvlw&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAqdyZ6scSzgzzSQ_Ne_8bXPrhqsvTnyWQUZZE5ogU13A&oe=63F73D50', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329980157_595717649088853_314238795526067583_n.jpg?stp=cp0_dst-jpg_e15_p110x80_q65&_nc_cat=108&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFhnqf0twmkSD_Hj2VRFXVe8MFZVooXWFTwwVlWihdYVElV1AymE4a3PUIkbs-zm2X4LTqdrlHQOZXA8A7E7g9I&_nc_ohc=jqfwmCU6f_UAX8uWst3&_nc_ht=scontent.fabj4-2.fna&oh=00_AfAz7L3F9J2_ggX882eQgspwzE0B36ss1Hvpv5fwMynGyg&oe=63F65BDA', 'https://scontent.fabj4-2.fna.fbcdn.net/v/t39.30808-6/329986747_518795960428558_9061747626613571857_n.jpg?stp=cp0_dst-jpg_e15_p110x80_q65&_nc_cat=104&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeGugo1XdPDns-YIuvrWW9t8JPJyDiXe9twk8nIOJd723KqnMkcz_zXDvZmNTMHD2rVuEbrQ9P_kXsFo0tQ0cfyU&_nc_ohc=k9xUfu1Xpr8AX-xYzl1&_nc_ht=scontent.fabj4-2.fna&oh=00_AfDK41fGNpMJrbm5HKGTnpnKla-sBlADQU-GGMLUflYQRw&oe=63F68119']",2,2023,Faya,appartement,160,3
